dt,symbol,price,arbitrum_vol_ex_uni,__row_index
2024-07-16T18:00:00.000Z,WETH,3460.33,10484448.0,303
2024-07-16T17:00:00.000Z,WBTC,64637.0,13855521.5,304
2024-07-16T17:00:00.000Z,WETH,3458.8,13855521.5,305
2024-07-16T16:00:00.000Z,WBTC,63759.0,24810824.45,306
2024-07-16T16:00:00.000Z,WETH,3407.67,24810824.45,307
2024-07-16T15:00:00.000Z,WETH,3400.19,22766552.79,308
2024-07-16T15:00:00.000Z,WBTC,63821.0,22766552.79,309
2024-07-16T14:00:00.000Z,WETH,3409.78,12168098.8,310
2024-07-16T14:00:00.000Z,WBTC,63820.0,12168098.8,311
2024-07-16T13:00:00.000Z,WETH,3420.68,9342923.25,312
2024-07-16T13:00:00.000Z,WBTC,63727.0,9342923.25,313
2024-07-16T12:00:00.000Z,WETH,3411.39,11873248.82,314
2024-07-16T12:00:00.000Z,WBTC,63612.0,11873248.82,315
2024-07-16T11:00:00.000Z,WETH,3394.7,11138556.67,316
2024-07-16T11:00:00.000Z,WBTC,63242.0,11138556.67,317
2024-07-16T10:00:00.000Z,WETH,3374.61,6370623.15,318
2024-07-16T10:00:00.000Z,WBTC,63258.0,6370623.15,319
2024-07-16T09:00:00.000Z,WBTC,62946.0,7297082.67,320
2024-07-16T09:00:00.000Z,WETH,3382.06,7297082.67,321
2024-07-16T08:00:00.000Z,WETH,3395.55,11277009.9,322
2024-07-16T08:00:00.000Z,WBTC,63225.0,11277009.9,323
2024-07-16T07:00:00.000Z,WETH,3416.28,12462766.82,324
2024-07-16T07:00:00.000Z,WBTC,63684.0,12462766.82,325
2024-07-16T06:00:00.000Z,WETH,3458.34,13252866.95,326
2024-07-16T06:00:00.000Z,WBTC,64595.0,13252866.95,327
2024-07-16T05:00:00.000Z,WBTC,64787.0,12927167.72,328
2024-07-16T05:00:00.000Z,WETH,3468.87,12927167.72,329
2024-07-16T04:00:00.000Z,WBTC,64722.0,5970843.62,330
2024-07-16T04:00:00.000Z,WETH,3463.89,5970843.62,331
2024-07-16T03:00:00.000Z,WETH,3467.7,4584176.32,332
2024-07-16T03:00:00.000Z,WBTC,64690.0,4584176.32,333
2024-07-16T02:00:00.000Z,WBTC,64742.0,7053429.25,334
2024-07-16T02:00:00.000Z,WETH,3480.76,7053429.25,335
2024-07-16T01:00:00.000Z,WETH,3486.69,7793409.15,336
2024-07-16T01:00:00.000Z,WBTC,64800.0,7793409.15,337
2024-07-16T00:00:00.000Z,WBTC,64460.0,9714607.34,338
2024-07-16T00:00:00.000Z,WETH,3486.15,9714607.34,339
2024-07-15T23:00:00.000Z,WBTC,63738.0,7996004.43,340
2024-07-15T23:00:00.000Z,WETH,3429.36,7996004.43,341
2024-07-15T22:00:00.000Z,WBTC,63849.0,12815286.58,342
2024-07-15T22:00:00.000Z,WETH,3424.02,12815286.58,343
2024-07-15T21:00:00.000Z,WETH,3400.33,10497870.66,344
2024-07-15T21:00:00.000Z,WBTC,63495.0,10497870.66,345
2024-07-15T20:00:00.000Z,WBTC,63592.0,10277022.29,346
2024-07-15T20:00:00.000Z,WETH,3401.59,10277022.29,347
2024-07-15T19:00:00.000Z,WBTC,63352.0,13351379.66,348
2024-07-15T19:00:00.000Z,WETH,3393.49,13351379.66,349
2024-07-15T18:00:00.000Z,WETH,3392.56,8358297.62,350
2024-07-15T18:00:00.000Z,WBTC,63497.0,8358297.62,351
2024-07-15T17:00:00.000Z,WETH,3368.38,14091578.06,352
2024-07-15T17:00:00.000Z,WBTC,63009.0,14091578.06,353
2024-07-15T16:00:00.000Z,WBTC,63046.0,11345792.58,354
2024-07-15T16:00:00.000Z,WETH,3369.01,11345792.58,355
2024-07-15T15:00:00.000Z,WBTC,62945.0,10533650.37,356
2024-07-15T15:00:00.000Z,WETH,3363.27,10533650.37,357
2024-07-15T14:00:00.000Z,WETH,3344.41,8906278.97,358
2024-07-15T14:00:00.000Z,WBTC,62639.0,8906278.97,359
2024-07-15T13:00:00.000Z,WETH,3342.33,6530835.58000001,360
2024-07-15T13:00:00.000Z,WBTC,62456.0,6530835.58000001,361
2024-07-15T12:00:00.000Z,WETH,3334.55,4198751.77999999,362
2024-07-15T12:00:00.000Z,WBTC,62590.0,4198751.77999999,363
2024-07-15T11:00:00.000Z,WBTC,62815.0,4761081.71,364
2024-07-15T11:00:00.000Z,WETH,3352.04,4761081.71,365
2024-07-15T10:00:00.000Z,WETH,3352.54,3470496.27999999,366
2024-07-15T10:00:00.000Z,WBTC,62917.0,3470496.27999999,367
2024-07-15T09:00:00.000Z,WBTC,62971.0,7638578.48999999,368
2024-07-15T09:00:00.000Z,WETH,3361.2,7638578.48999999,369
2024-07-15T08:00:00.000Z,WBTC,63010.0,7067307.83999999,370
2024-07-15T08:00:00.000Z,WETH,3348.61,7067307.83999999,371
2024-07-15T07:00:00.000Z,WETH,3339.73,7625982.82,372
2024-07-15T07:00:00.000Z,WBTC,62728.0,7625982.82,373
2024-07-15T06:00:00.000Z,WBTC,62646.0,10147245.08,374
2024-07-15T06:00:00.000Z,WETH,3334.98,10147245.08,375
2024-07-15T05:00:00.000Z,WETH,3329.56,5205788.44,376
2024-07-15T05:00:00.000Z,WBTC,62655.0,5205788.44,377
2024-07-15T04:00:00.000Z,WBTC,62489.0,5790355.28,378
2024-07-15T04:00:00.000Z,WETH,3335.16,5790355.28,379
2024-07-15T03:00:00.000Z,WBTC,61555.0,8278462.61,380
2024-07-15T03:00:00.000Z,WETH,3279.77,8278462.61,381
2024-07-15T02:00:00.000Z,WBTC,61144.0,12200702.36,382
2024-07-15T02:00:00.000Z,WETH,3282.26,12200702.36,383
2024-07-15T01:00:00.000Z,WBTC,60996.0,8798313.49,384
2024-07-15T01:00:00.000Z,WETH,3254.05,8798313.49,385
2024-07-15T00:00:00.000Z,WBTC,60922.0,13800666.53,386
2024-07-15T00:00:00.000Z,WETH,3264.69,13800666.53,387
2024-07-14T23:00:00.000Z,WBTC,60870.0,88644363.8,388
2024-07-14T23:00:00.000Z,WETH,3245.68,88644363.8,389
2024-07-14T22:00:00.000Z,WETH,3204.01,51789223.5599999,390
2024-07-14T22:00:00.000Z,WBTC,60180.0,51789223.5599999,391
2024-07-14T21:00:00.000Z,WETH,3194.13,41877363.79,392
2024-07-14T21:00:00.000Z,WBTC,60018.0,41877363.79,393
2024-07-14T20:00:00.000Z,WETH,3188.65,47700569.4900001,394
2024-07-14T20:00:00.000Z,WBTC,60039.0,47700569.4900001,395
2024-07-14T19:00:00.000Z,WETH,3186.17,45755595.0599997,396
