dt,gas_usd_per_tx,median_gas_usd,_col3
2024-06-19 00:00:00.000 UTC,3.6913835101788095,1.3897309436922058,Ethereum
2024-05-18 00:00:00.000 UTC,1.6921431699154288,0.5996944698653901,Ethereum
2024-05-23 00:00:00.000 UTC,5.881032673520624,2.195644843284913,Ethereum
2024-07-09 00:00:00.000 UTC,1.9596829573862795,0.6665375432303282,Ethereum
2024-06-27 00:00:00.000 UTC,3.3959780482459188,1.1993207443387663,Ethereum
2024-07-02 00:00:00.000 UTC,2.411724398455561,0.864817257134377,Ethereum
2024-05-31 00:00:00.000 UTC,5.603391429156759,2.1425582626052804,Ethereum
2024-04-29 00:00:00.000 UTC,3.185942248616425,1.4216701660256243,Ethereum
2024-07-16 00:00:00.000 UTC,3.935265792265216,1.4515241333046638,Ethereum
2024-07-21 00:00:00.000 UTC,2.9716332085759274,0.8485038611321092,Ethereum
2024-05-04 00:00:00.000 UTC,2.2852261187890046,0.9749266179287424,Ethereum
2024-06-13 00:00:00.000 UTC,5.58160586067039,2.219343967559585,Ethereum
2024-07-17 00:00:00.000 UTC,4.54752061456272,1.8459726523560904,Ethereum
2024-07-15 00:00:00.000 UTC,3.886471410773781,1.324444411917738,Ethereum
2024-05-22 00:00:00.000 UTC,5.217130793162358,1.9210394414728176,Ethereum
2024-07-12 00:00:00.000 UTC,1.6165118995485297,0.5558974937670017,Ethereum
2024-05-19 00:00:00.000 UTC,1.8206193552347647,0.590437579035641,Ethereum
2024-06-08 00:00:00.000 UTC,3.8097927636115463,1.4140343786983622,Ethereum
2024-07-05 00:00:00.000 UTC,3.352012239700676,1.1867316263859768,Ethereum
2024-05-14 00:00:00.000 UTC,2.6458859402630006,1.0339571997906891,Ethereum
2024-07-10 00:00:00.000 UTC,2.831333310809322,1.1116400258778445,Ethereum
2024-07-03 00:00:00.000 UTC,3.6371412205447458,1.397620871575294,Ethereum
2024-06-01 00:00:00.000 UTC,3.998418189960328,1.4196039071524644,Ethereum
2024-05-12 00:00:00.000 UTC,1.7073166769686574,0.6416086255872682,Ethereum
2024-06-07 00:00:00.000 UTC,6.982187443165373,2.698147662845769,Ethereum
